DATA;TIPO_JOIA;TIPO_PEDRA;TIPO_MARCA;LOJA;PRECO
2023-03;PULSEIRA;DIAMANTE;INTERNACIONAL;C;25056
2023-03;PINGENTE;OUTRAS;INTERNACIONAL;C;3088
2023-03;COLAR;OUTRAS;NACIONAL;C;8722
2023-03;BRINCO;SEM PEDRA;INTERNACIONAL;C;4641
2023-03;BRINCO;OUTRAS;NACIONAL;C;5491
2023-03;PULSEIRA;OUTRAS;NACIONAL;C;7539
2023-03;ANEL;OUTRAS;NACIONAL;C;4153
2023-03;BRINCO;DIAMANTE;NACIONAL;C;9734
2023-03;ANEL;DIAMANTE;NACIONAL;C;7424
2023-03;PINGENTE;OUTRAS;NACIONAL;C;1619
2023-03;BRINCO;OUTRAS;INTERNACIONAL;C;9781
2023-03;ANEL;DIAMANTE;INTERNACIONAL;C;13560
2023-03;COLAR;SEM PEDRA;NACIONAL;C;3763
2023-03;ANEL;OUTRAS;NACIONAL;C;3907
2023-03;PINGENTE;OUTRAS;NACIONAL;C;1548
2023-03;ANEL;SEM PEDRA;NACIONAL;C;1744
2023-03;COLAR;OUTRAS;NACIONAL;C;7983
2023-03;PINGENTE;OUTRAS;NACIONAL;C;1506
2023-03;PINGENTE;SEM PEDRA;NACIONAL;C;678
2023-03;ANEL;SEM PEDRA;NACIONAL;C;1680
2023-03;ANEL;OUTRAS;INTERNACIONAL;C;6864
2023-03;ANEL;OUTRAS;NACIONAL;C;3625
2023-03;ANEL;OUTRAS;INTERNACIONAL;C;6732
2023-03;COLAR;SEM PEDRA;NACIONAL;C;3393
2023-03;ANEL;DIAMANTE;NACIONAL;C;6400
2023-03;ANEL;OUTRAS;NACIONAL;C;3484
2023-03;COLAR;SEM PEDRA;INTERNACIONAL;C;6174
2023-03;COLAR;OUTRAS;NACIONAL;C;7170
2023-03;BRINCO;OUTRAS;NACIONAL;C;4392
2023-03;ANEL;OUTRAS;INTERNACIONAL;C;6270
2023-03;BRINCO;SEM PEDRA;NACIONAL;C;1955
2023-03;PINGENTE;OUTRAS;NACIONAL;C;1309
2023-03;PINGENTE;OUTRAS;NACIONAL;C;1295
2023-03;BRINCO;OUTRAS;INTERNACIONAL;C;7807
2023-03;PINGENTE;SEM PEDRA;INTERNACIONAL;C;1080
2023-03;ANEL;DIAMANTE;NACIONAL;C;5696
2023-03;BRINCO;OUTRAS;NACIONAL;C;4026
2023-03;PINGENTE;DIAMANTE;NACIONAL;C;2227
2023-03;PINGENTE;SEM PEDRA;NACIONAL;C;550
2023-03;BRINCO;OUTRAS;NACIONAL;C;3889
2023-03;ANEL;OUTRAS;NACIONAL;C;2956
2023-03;COLAR;SEM PEDRA;NACIONAL;C;2788
2023-03;BRINCO;OUTRAS;INTERNACIONAL;C;7035
2023-03;BRINCO;OUTRAS;NACIONAL;C;3706
2023-03;BRINCO;OUTRAS;NACIONAL;C;3660
2023-03;PULSEIRA;SEM PEDRA;NACIONAL;C;2332
2023-03;BRINCO;OUTRAS;INTERNACIONAL;C;7035
2023-03;BRINCO;OUTRAS;NACIONAL;C;3798
2023-03;BRINCO;OUTRAS;INTERNACIONAL;C;7207
2023-03;PINGENTE;SEM PEDRA;INTERNACIONAL;C;1020
2023-03;PINGENTE;OUTRAS;NACIONAL;C;1210
2023-03;PULSEIRA;OUTRAS;INTERNACIONAL;C;10335
2023-03;BRINCO;OUTRAS;INTERNACIONAL;C;7550
2023-03;BRINCO;OUTRAS;NACIONAL;C;4072
2023-03;COLAR;SEM PEDRA;NACIONAL;C;3024
2023-03;BRINCO;OUTRAS;NACIONAL;C;4164
2023-03;COLAR;SEM PEDRA;NACIONAL;C;3091
2023-03;PINGENTE;OUTRAS;NACIONAL;C;1309
2023-03;BRINCO;SEM PEDRA;INTERNACIONAL;C;3666
2023-03;PINGENTE;SEM PEDRA;INTERNACIONAL;D;1140
2023-03;PINGENTE;DIAMANTE;INTERNACIONAL;D;4608
2023-03;PINGENTE;SEM PEDRA;NACIONAL;D;620
2023-03;BRINCO;DIAMANTE;NACIONAL;D;8153
2023-03;ANEL;SEM PEDRA;NACIONAL;D;1584
2023-03;BRINCO;SEM PEDRA;NACIONAL;D;2080
2023-03;PINGENTE;SEM PEDRA;NACIONAL;D;646
2023-03;PINGENTE;SEM PEDRA;NACIONAL;D;652
2023-03;PINGENTE;SEM PEDRA;NACIONAL;D;659
2023-03;ANEL;SEM PEDRA;NACIONAL;D;1664
2023-03;PINGENTE;SEM PEDRA;NACIONAL;D;672
2023-03;PINGENTE;DIAMANTE;NACIONAL;D;2713
2023-03;PINGENTE;SEM PEDRA;NACIONAL;D;684
2023-03;ANEL;SEM PEDRA;NACIONAL;D;1728
2023-03;BRINCO;SEM PEDRA;NACIONAL;D;2267
2023-03;ANEL;SEM PEDRA;NACIONAL;D;1760
2023-03;ANEL;DIAMANTE;NACIONAL;D;7104
2023-03;COLAR;SEM PEDRA;INTERNACIONAL;D;7056
2023-03;ANEL;SEM PEDRA;NACIONAL;D;1808
2023-03;PINGENTE;OUTRAS;NACIONAL;D;1605
2023-03;BRINCO;SEM PEDRA;NACIONAL;D;2392
2023-03;PINGENTE;OUTRAS;NACIONAL;D;1633
2023-03;BRINCO;SEM PEDRA;NACIONAL;D;2433
2023-03;BRINCO;SEM PEDRA;NACIONAL;D;2454
2023-03;ANEL;SEM PEDRA;INTERNACIONAL;D;3570
2023-03;ANEL;SEM PEDRA;NACIONAL;D;1920
2023-03;ANEL;OUTRAS;INTERNACIONAL;D;7854
2023-03;ANEL;DIAMANTE;NACIONAL;D;7552
2023-03;PINGENTE;SEM PEDRA;NACIONAL;D;748
2023-03;PULSEIRA;OUTRAS;NACIONAL;D;7349
2023-03;PINGENTE;SEM PEDRA;INTERNACIONAL;D;1380
2023-03;ANEL;OUTRAS;NACIONAL;D;4012
2023-03;COLAR;OUTRAS;INTERNACIONAL;D;15661
2023-03;PINGENTE;SEM PEDRA;NACIONAL;D;716
2023-03;BRINCO;SEM PEDRA;NACIONAL;D;2308
2023-03;ANEL;DIAMANTE;NACIONAL;D;7040
2023-03;ANEL;SEM PEDRA;NACIONAL;D;1744
2023-03;PINGENTE;SEM PEDRA;NACIONAL;D;691
2023-03;ANEL;SEM PEDRA;NACIONAL;D;1712
2023-03;PINGENTE;SEM PEDRA;NACIONAL;D;678
2023-03;PINGENTE;SEM PEDRA;INTERNACIONAL;D;1260
2023-03;PINGENTE;DIAMANTE;NACIONAL;D;2662
2023-03;ANEL;OUTRAS;NACIONAL;D;3625
2023-03;ANEL;SEM PEDRA;NACIONAL;D;1632
2023-03;PINGENTE;SEM PEDRA;INTERNACIONAL;D;1212
2023-03;PINGENTE;SEM PEDRA;NACIONAL;D;640
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;21384
2023-04;PULSEIRA;SEM PEDRA;INTERNACIONAL;A;5292
2023-04;ANEL;DIAMANTE;INTERNACIONAL;A;11640
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;20736
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;23940
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;23688
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;23436
2023-04;PULSEIRA;OUTRAS;NACIONAL;A;5829
2023-04;ANEL;DIAMANTE;INTERNACIONAL;A;10920
2023-04;COLAR;DIAMANTE;NACIONAL;A;12096
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;22428
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;19008
2023-04;COLAR;DIAMANTE;NACIONAL;A;11692
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;A;10216
2023-04;ANEL;OUTRAS;INTERNACIONAL;A;5610
2023-04;ANEL;DIAMANTE;INTERNACIONAL;A;10080
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;20916
2023-04;ANEL;DIAMANTE;INTERNACIONAL;A;9840
2023-04;PULSEIRA;DIAMANTE;NACIONAL;A;9331
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;A;9504
2023-04;BRINCO;DIAMANTE;INTERNACIONAL;A;12636
2023-04;ANEL;DIAMANTE;INTERNACIONAL;A;9840
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;17928
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;21168
2023-04;PULSEIRA;OUTRAS;NACIONAL;A;5385
2023-04;COLAR;DIAMANTE;NACIONAL;A;11558
2023-04;BRINCO;DIAMANTE;NACIONAL;A;7238
2023-04;COLAR;DIAMANTE;NACIONAL;A;11827
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;19224
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;19440
2023-04;PULSEIRA;OUTRAS;NACIONAL;A;5765
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;23184
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;A;11048
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;23688
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;23940
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;24192
2023-04;COLAR;SEM PEDRA;INTERNACIONAL;A;6111
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;21168
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;A;11761
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;21600
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;25452
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;25704
2023-04;PULSEIRA;DIAMANTE;NACIONAL;A;11865
2023-04;ANEL;DIAMANTE;INTERNACIONAL;A;12480
2023-04;COLAR;SEM PEDRA;INTERNACIONAL;A;6615
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;22896
2023-04;ANEL;OUTRAS;INTERNACIONAL;A;7062
2023-04;PINGENTE;DIAMANTE;INTERNACIONAL;A;5184
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;27468
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;A;13068
2023-04;COLAR;SEM PEDRA;INTERNACIONAL;A;6993
2023-04;BRINCO;DIAMANTE;INTERNACIONAL;A;17472
2023-04;BRINCO;OUTRAS;NACIONAL;A;5170
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;28728
2023-04;ANEL;SEM PEDRA;INTERNACIONAL;A;3450
2023-04;BRINCO;DIAMANTE;NACIONAL;A;9651
2023-04;PINGENTE;OUTRAS;INTERNACIONAL;A;3088
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;25488
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;29988
2023-04;COLAR;OUTRAS;INTERNACIONAL;A;16632
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;25704
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;29736
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;25272
2023-04;PINGENTE;DIAMANTE;NACIONAL;A;2969
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;24840
2023-04;BRINCO;DIAMANTE;NACIONAL;A;9484
2023-04;COLAR;OUTRAS;NACIONAL;A;8352
2023-04;COLAR;OUTRAS;INTERNACIONAL;A;15523
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;27972
2023-04;COLAR;SEM PEDRA;INTERNACIONAL;A;6930
2023-04;PINGENTE;DIAMANTE;INTERNACIONAL;A;5232
2023-04;COLAR;OUTRAS;INTERNACIONAL;A;14968
2023-04;PULSEIRA;SEM PEDRA;INTERNACIONAL;A;5778
2023-04;BRINCO;DIAMANTE;INTERNACIONAL;A;16536
2023-04;PULSEIRA;DIAMANTE;NACIONAL;A;12096
2023-04;COLAR;OUTRAS;INTERNACIONAL;A;14414
2023-04;BRINCO;DIAMANTE;NACIONAL;A;8569
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;22032
2023-04;COLAR;OUTRAS;INTERNACIONAL;A;13998
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;21600
2023-04;BRINCO;DIAMANTE;INTERNACIONAL;A;15444
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;24696
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;24444
2023-04;ANEL;DIAMANTE;INTERNACIONAL;A;11520
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;20520
2023-04;ANEL;OUTRAS;INTERNACIONAL;A;6204
2023-04;ANEL;DIAMANTE;INTERNACIONAL;A;11160
2023-04;BRINCO;DIAMANTE;INTERNACIONAL;A;14352
2023-04;COLAR;DIAMANTE;NACIONAL;A;12230
2023-04;ANEL;DIAMANTE;NACIONAL;A;5760
2023-04;PULSEIRA;DIAMANTE;NACIONAL;A;10252
2023-04;BRINCO;DIAMANTE;INTERNACIONAL;A;13728
2023-04;PULSEIRA;DIAMANTE;NACIONAL;A;10022
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;18576
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;21420
2023-04;PULSEIRA;SEM PEDRA;INTERNACIONAL;A;4536
2023-04;PULSEIRA;SEM PEDRA;INTERNACIONAL;A;4482
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;17712
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;17496
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;17280
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;A;9622
2023-04;COLAR;OUTRAS;INTERNACIONAL;A;11365
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;20916
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;18144
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;18360
2023-04;COLAR;SEM PEDRA;INTERNACIONAL;A;5418
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;21924
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;A;10454
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;A;10573
2023-04;BRINCO;DIAMANTE;INTERNACIONAL;A;14040
2023-04;COLAR;OUTRAS;INTERNACIONAL;A;12612
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;23184
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;20088
2023-04;COLAR;SEM PEDRA;INTERNACIONAL;A;5922
2023-04;PULSEIRA;OUTRAS;NACIONAL;A;6019
2023-04;ANEL;OUTRAS;NACIONAL;A;3379
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;A;11523
2023-04;ANEL;DIAMANTE;INTERNACIONAL;A;11760
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;24948
2023-04;ANEL;OUTRAS;INTERNACIONAL;A;6600
2023-04;PINGENTE;DIAMANTE;INTERNACIONAL;A;4848
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;25704
2023-04;PINGENTE;OUTRAS;INTERNACIONAL;A;2719
2023-04;PULSEIRA;OUTRAS;NACIONAL;A;6589
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;22680
2023-04;ANEL;DIAMANTE;INTERNACIONAL;A;12720
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;26964
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;23328
2023-04;COLAR;DIAMANTE;NACIONAL;A;14649
2023-04;PINGENTE;DIAMANTE;NACIONAL;A;2816
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;27972
2023-04;ANEL;OUTRAS;INTERNACIONAL;A;7392
2023-04;ANEL;SEM PEDRA;INTERNACIONAL;A;3390
2023-04;ANEL;SEM PEDRA;INTERNACIONAL;A;3420
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;A;24840
2023-04;COLAR;DIAMANTE;INTERNACIONAL;A;29232
2023-04;ANEL;SEM PEDRA;INTERNACIONAL;A;3510
2023-04;COLAR;SEM PEDRA;INTERNACIONAL;A;7434
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;14137
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;14256
2023-04;BRINCO;OUTRAS;NACIONAL;B;5445
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;14018
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;13899
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;9952
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;13662
2023-04;COLAR;OUTRAS;INTERNACIONAL;B;15800
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;9695
2023-04;ANEL;OUTRAS;INTERNACIONAL;B;7392
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;9523
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;13068
2023-04;COLAR;OUTRAS;INTERNACIONAL;B;15107
2023-04;PULSEIRA;SEM PEDRA;INTERNACIONAL;B;5832
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;12711
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;12592
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;9009
2023-04;COLAR;DIAMANTE;INTERNACIONAL;B;26208
2023-04;PULSEIRA;DIAMANTE;NACIONAL;B;11865
2023-04;PULSEIRA;OUTRAS;NACIONAL;B;6462
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;8665
2023-04;PULSEIRA;DIAMANTE;NACIONAL;B;11520
2023-04;COLAR;DIAMANTE;NACIONAL;B;13305
2023-04;ANEL;OUTRAS;NACIONAL;B;3449
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;11523
2023-04;COLAR;DIAMANTE;INTERNACIONAL;B;24192
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;8151
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;11167
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;7979
2023-04;ANEL;OUTRAS;INTERNACIONAL;B;6072
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;10810
2023-04;COLAR;DIAMANTE;NACIONAL;B;12096
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;7636
2023-04;BRINCO;SEM PEDRA;NACIONAL;B;1830
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;10335
2023-04;PULSEIRA;OUTRAS;NACIONAL;B;5448
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;7293
2023-04;PULSEIRA;DIAMANTE;NACIONAL;B;9676
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;7121
2023-04;COLAR;OUTRAS;NACIONAL;B;6061
2023-04;COLAR;DIAMANTE;INTERNACIONAL;B;20412
2023-04;BRINCO;OUTRAS;NACIONAL;B;3660
2023-04;ANEL;DIAMANTE;INTERNACIONAL;B;9720
2023-04;ANEL;OUTRAS;NACIONAL;B;2886
2023-04;COLAR;DIAMANTE;NACIONAL;B;11155
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;9979
2023-04;ANEL;DIAMANTE;INTERNACIONAL;B;10200
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;10216
2023-04;BRINCO;SEM PEDRA;INTERNACIONAL;B;3393
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;7550
2023-04;BRINCO;SEM PEDRA;INTERNACIONAL;B;3471
2023-04;COLAR;OUTRAS;INTERNACIONAL;B;12474
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;10810
2023-04;COLAR;OUTRAS;NACIONAL;B;6800
2023-04;PULSEIRA;OUTRAS;NACIONAL;B;5892
2023-04;ANEL;OUTRAS;INTERNACIONAL;B;6204
2023-04;BRINCO;SEM PEDRA;INTERNACIONAL;B;3705
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;B;20736
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;8322
2023-04;PULSEIRA;OUTRAS;NACIONAL;B;6209
2023-04;PINGENTE;DIAMANTE;INTERNACIONAL;B;4752
2023-04;BRINCO;DIAMANTE;NACIONAL;B;8320
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;11998
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;8751
2023-04;COLAR;OUTRAS;INTERNACIONAL;B;14275
2023-04;BRINCO;DIAMANTE;INTERNACIONAL;B;16224
2023-04;PULSEIRA;SEM PEDRA;INTERNACIONAL;B;5670
2023-04;PULSEIRA;DIAMANTE;NACIONAL;B;12211
2023-04;PULSEIRA;OUTRAS;NACIONAL;B;6779
2023-04;COLAR;OUTRAS;INTERNACIONAL;B;14968
2023-04;COLAR;DIAMANTE;INTERNACIONAL;B;27468
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;13068
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;9523
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;B;24192
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;9695
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;13543
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;13662
2023-04;PINGENTE;DIAMANTE;NACIONAL;B;2969
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;13899
2023-04;ANEL;OUTRAS;NACIONAL;B;4153
2023-04;BRINCO;DIAMANTE;NACIONAL;B;9900
2023-04;ANEL;OUTRAS;INTERNACIONAL;B;7920
2023-04;COLAR;OUTRAS;NACIONAL;B;8796
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;14018
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;13899
2023-04;BRINCO;OUTRAS;NACIONAL;B;5308
2023-04;PINGENTE;OUTRAS;INTERNACIONAL;B;3036
2023-04;PULSEIRA;OUTRAS;NACIONAL;B;7223
2023-04;COLAR;OUTRAS;INTERNACIONAL;B;15661
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;9609
2023-04;ANEL;OUTRAS;INTERNACIONAL;B;7326
2023-04;COLAR;OUTRAS;NACIONAL;B;8131
2023-04;BRINCO;DIAMANTE;INTERNACIONAL;B;17004
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;9266
2023-04;ANEL;OUTRAS;INTERNACIONAL;B;7062
2023-04;PINGENTE;OUTRAS;NACIONAL;B;1492
2023-04;ANEL;OUTRAS;INTERNACIONAL;B;6930
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;8923
2023-04;PINGENTE;OUTRAS;INTERNACIONAL;B;2719
2023-04;PULSEIRA;OUTRAS;NACIONAL;B;6462
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;B;11998
2023-04;BRINCO;SEM PEDRA;INTERNACIONAL;B;3900
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;B;21384
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;8408
2023-04;COLAR;OUTRAS;INTERNACIONAL;B;13444
2023-04;ANEL;OUTRAS;INTERNACIONAL;B;6336
2023-04;ANEL;OUTRAS;INTERNACIONAL;B;6270
2023-04;BRINCO;OUTRAS;INTERNACIONAL;B;8065
2023-04;COLAR;OUTRAS;NACIONAL;B;6874
2023-04;PULSEIRA;DIAMANTE;INTERNACIONAL;B;19872
2023-04;COLAR;SEM PEDRA;NACIONAL;C;3057
2023-04;ANEL;OUTRAS;NACIONAL;C;3168
2023-04;ANEL;OUTRAS;NACIONAL;C;3132
2023-04;ANEL;OUTRAS;NACIONAL;C;3097
2023-04;BRINCO;SEM PEDRA;INTERNACIONAL;C;3393
2023-04;BRINCO;SEM PEDRA;NACIONAL;C;1788
2023-04;PULSEIRA;OUTRAS;NACIONAL;C;5385
2023-04;COLAR;DIAMANTE;NACIONAL;C;11289
2023-04;PULSEIRA;OUTRAS;NACIONAL;C;5258
2023-04;PINGENTE;OUTRAS;NACIONAL;C;1154
2023-04;ANEL;OUTRAS;NACIONAL;C;2851
2023-04;COLAR;OUTRAS;INTERNACIONAL;C;11088
2023-04;BRINCO;OUTRAS;NACIONAL;C;3706
2023-04;ANEL;OUTRAS;INTERNACIONAL;C;5412
2023-04;BRINCO;OUTRAS;NACIONAL;C;3798
2023-04;BRINCO;OUTRAS;NACIONAL;C;3843
2023-04;PINGENTE;OUTRAS;NACIONAL;C;1196
2023-04;ANEL;SEM PEDRA;NACIONAL;C;1376
2023-04;COLAR;OUTRAS;NACIONAL;C;6431
2023-04;BRINCO;OUTRAS;NACIONAL;C;4026
2023-04;BRINCO;SEM PEDRA;NACIONAL;C;1851
2023-04;BRINCO;OUTRAS;INTERNACIONAL;C;7722
2023-04;PINGENTE;OUTRAS;NACIONAL;C;1281
2023-04;BRINCO;OUTRAS;NACIONAL;C;4209
2023-04;ANEL;SEM PEDRA;NACIONAL;C;1488
2023-04;BRINCO;OUTRAS;NACIONAL;C;4301
2023-04;PINGENTE;DIAMANTE;NACIONAL;C;2432
2023-04;BRINCO;OUTRAS;NACIONAL;C;4392
2023-04;ANEL;OUTRAS;NACIONAL;C;3414
2023-04;BRINCO;OUTRAS;NACIONAL;C;4484
2023-04;PINGENTE;DIAMANTE;INTERNACIONAL;C;4752
2023-04;PULSEIRA;OUTRAS;NACIONAL;C;6336
2023-04;BRINCO;OUTRAS;NACIONAL;C;4621
2023-04;BRINCO;OUTRAS;INTERNACIONAL;C;8751
2023-04;ANEL;OUTRAS;INTERNACIONAL;C;6798
2023-04;BRINCO;OUTRAS;NACIONAL;C;4759
2023-04;PINGENTE;SEM PEDRA;NACIONAL;C;672
2023-04;BRINCO;OUTRAS;INTERNACIONAL;C;9094
2023-04;BRINCO;SEM PEDRA;NACIONAL;C;2225
2023-04;ANEL;OUTRAS;INTERNACIONAL;C;7128
2023-04;PULSEIRA;OUTRAS;NACIONAL;C;6906
2023-04;ANEL;OUTRAS;NACIONAL;C;3872
2023-04;BRINCO;SEM PEDRA;INTERNACIONAL;C;4329
2023-04;BRINCO;OUTRAS;NACIONAL;C;5125
2023-04;ANEL;OUTRAS;INTERNACIONAL;C;7458
2023-04;ANEL;OUTRAS;INTERNACIONAL;C;7524
2023-04;ANEL;OUTRAS;NACIONAL;C;4048
2023-04;BRINCO;SEM PEDRA;NACIONAL;C;2412
2023-04;ANEL;OUTRAS;INTERNACIONAL;C;7722
2023-04;BRINCO;OUTRAS;NACIONAL;C;5399
2023-04;ANEL;OUTRAS;NACIONAL;C;4188
2023-04;ANEL;OUTRAS;NACIONAL;C;4224
2023-04;BRINCO;OUTRAS;NACIONAL;C;5445
2023-04;PULSEIRA;SEM PEDRA;INTERNACIONAL;C;6372
2023-04;BRINCO;OUTRAS;NACIONAL;C;5353
2023-04;BRINCO;OUTRAS;INTERNACIONAL;C;9952
2023-04;BRINCO;OUTRAS;INTERNACIONAL;C;9867
2023-04;COLAR;DIAMANTE;NACIONAL;C;15321
2023-04;BRINCO;OUTRAS;NACIONAL;C;5170
2023-04;PINGENTE;OUTRAS;NACIONAL;C;1576
2023-04;ANEL;OUTRAS;INTERNACIONAL;C;7326
2023-04;PINGENTE;OUTRAS;INTERNACIONAL;C;2904
2023-04;BRINCO;DIAMANTE;NACIONAL;C;9068
2023-04;BRINCO;OUTRAS;INTERNACIONAL;C;9266
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;C;12711
2023-04;BRINCO;OUTRAS;INTERNACIONAL;C;9094
2023-04;BRINCO;DIAMANTE;NACIONAL;C;8736
2023-04;ANEL;OUTRAS;NACIONAL;C;3660
2023-04;ANEL;OUTRAS;INTERNACIONAL;C;6798
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;C;12117
2023-04;PULSEIRA;OUTRAS;INTERNACIONAL;C;11998
2023-04;ANEL;OUTRAS;NACIONAL;C;3520
2023-04;BRINCO;SEM PEDRA;NACIONAL;C;2059
2023-04;BRINCO;OUTRAS;INTERNACIONAL;C;8408
2023-04;PINGENTE;OUTRAS;INTERNACIONAL;C;2560
