DATA;TIPO_JOIA;TIPO_OURO;TIPO_PEDRA;MARCA;LOCALIZACAO_LOJA;PERFIL_CLIENTE;PRECO
2023-02;ANEL;OURO AMARELO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;GERAÇÃO X;6600
2023-02;COLAR;OURO AMARELO;RUBI;MARCA NACIONAL;SHOPPING C;MILLENNIALS;8400
2023-02;ALIANÇA;OURO AMARELO;DIAMANTE;SEM MARCA;SHOPPING C;BABY BOOMER;6000
2023-02;COLAR;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING C;GERAÇÃO X;3360
2023-02;ALIANÇA;OURO BRANCO;SEM PEDRA;SEM MARCA;SHOPPING C;GERAÇÃO Z;1500
2023-02;COLAR;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;BABY BOOMER;7392
2023-02;COLAR;OURO AMARELO;ESMERALDA;SEM MARCA;SHOPPING C;GERAÇÃO Z;5250
2023-02;BRINCO;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;MILLENNIALS;4576
2023-02;CORRENTE;OURO BRANCO;OUTRAS PEDRAS;SEM MARCA;SHOPPING C;MILLENNIALS;3960
2023-02;ANEL;OURO BRANCO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING C;GERAÇÃO Z;4800
2023-02;CORRENTE;OURO AMARELO;RUBI;MARCA NACIONAL;SHOPPING C;GERAÇÃO X;7200
2023-02;BRINCO;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING C;BABY BOOMER;8320
2023-02;COLAR;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;3360
2023-02;PULSEIRA;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING C;GERAÇÃO Z;7200
2023-02;CORRENTE;OURO ROSÉ;OUTRAS PEDRAS;SEM MARCA;SHOPPING C;GERAÇÃO Z;3960
2023-02;PINGENTE;OURO AMARELO;RUBI;MARCA INTERNACIONAL;SHOPPING C;MILLENNIALS;3000
2023-02;PINGENTE;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;GERAÇÃO Z;1408
2023-02;ALIANÇA;OURO ROSÉ;SEM PEDRA;SEM MARCA;SHOPPING C;BABY BOOMER;1500
2023-02;BRINCO;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING C;BABY BOOMER;8320
2023-02;PINGENTE;OURO AMARELO;OUTRAS PEDRAS;SEM MARCA;SHOPPING C;GERAÇÃO X;880
2023-02;CORRENTE;OURO ROSÉ;DIAMANTE;SEM MARCA;SHOPPING C;GERAÇÃO X;7200
2023-02;PULSEIRA;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;2880
2023-02;COLAR;OURO BRANCO;ESMERALDA;SEM MARCA;SHOPPING C;BABY BOOMER;5250
2023-02;PULSEIRA;OURO ROSÉ;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;8640
2023-02;ALIANÇA;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING C;MILLENNIALS;9600
2023-02;PINGENTE;OURO BRANCO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;1920
2023-02;PULSEIRA;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;2880
2023-02;PULSEIRA;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;2880
2023-02;BRINCO;OURO BRANCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;BABY BOOMER;4576
2023-02;PINGENTE;OURO BRANCO;RUBI;MARCA NACIONAL;SHOPPING C;GERAÇÃO X;1600
2023-02;CORRENTE;OURO AMARELO;SEM PEDRA;SEM MARCA;SHOPPING C;BABY BOOMER;1800
2023-02;PULSEIRA;OURO ROSÉ;RUBI;SEM MARCA;SHOPPING C;GERAÇÃO X;4500
2023-02;PULSEIRA;OURO AMARELO;RUBI;MARCA NACIONAL;SHOPPING C;MILLENNIALS;7200
2023-02;CORRENTE;OURO BRANCO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;8640
2023-02;ANEL;OURO ROSÉ;SEM PEDRA;SEM MARCA;SHOPPING C;GERAÇÃO Z;1000
2023-02;ALIANÇA;OURO ROSÉ;SEM PEDRA;SEM MARCA;SHOPPING C;GERAÇÃO Z;1500
2023-02;BRINCO;OURO BRANCO;ESMERALDA;MARCA NACIONAL;SHOPPING C;GERAÇÃO Z;5200
2023-02;PINGENTE;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;1600
2023-02;ANEL;OURO ROSÉ;RUBI;SEM MARCA;SHOPPING D;MILLENNIALS;2500
2023-02;CORRENTE;OURO AMARELO;RUBI;MARCA NACIONAL;SHOPPING D;GERAÇÃO X;7200
2023-02;BRINCO;OURO BRANCO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING D;MILLENNIALS;6240
2023-02;PINGENTE;OURO BRANCO;RUBI;SEM MARCA;SHOPPING D;BABY BOOMER;1000
2023-02;BRINCO;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;BABY BOOMER;4576
2023-02;CORRENTE;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;MILLENNIALS;6336
2023-02;BRINCO;OURO AMARELO;RUBI;SEM MARCA;SHOPPING D;GERAÇÃO Z;3250
2023-02;BRINCO;OURO AMARELO;OUTRAS PEDRAS;SEM MARCA;SHOPPING D;MILLENNIALS;2860
2023-02;CORRENTE;OURO BRANCO;SEM PEDRA;SEM MARCA;SHOPPING D;GERAÇÃO Z;1800
2023-02;ALIANÇA;OURO BRANCO;DIAMANTE;SEM MARCA;SHOPPING D;GERAÇÃO Z;6000
2023-02;PINGENTE;OURO BRANCO;RUBI;SEM MARCA;SHOPPING D;BABY BOOMER;1000
2023-02;COLAR;OURO BRANCO;ESMERALDA;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;8400
2023-02;ANEL;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING D;BABY BOOMER;4000
2023-02;CORRENTE;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;MILLENNIALS;6336
2023-02;ALIANÇA;OURO ROSÉ;SEM PEDRA;SEM MARCA;SHOPPING D;GERAÇÃO Z;1500
2023-02;BRINCO;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING D;MILLENNIALS;5200
2023-02;PULSEIRA;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING D;BABY BOOMER;5400
2023-02;PULSEIRA;OURO ROSÉ;ESMERALDA;SEM MARCA;SHOPPING D;GERAÇÃO X;4500
2023-02;PINGENTE;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING D;BABY BOOMER;640
2023-02;PULSEIRA;OURO ROSÉ;RUBI;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;7200
2023-02;COLAR;OURO AMARELO;DIAMANTE;MARCA NACIONAL;SHOPPING D;BABY BOOMER;13440
2023-02;ALIANÇA;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING D;MILLENNIALS;2400
2023-02;CORRENTE;OURO ROSÉ;RUBI;SEM MARCA;SHOPPING D;BABY BOOMER;4500
2023-02;CORRENTE;OURO AMARELO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING D;BABY BOOMER;11880
2023-02;PULSEIRA;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;MILLENNIALS;6336
2023-02;ANEL;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING D;GERAÇÃO Z;3000
2023-02;CORRENTE;OURO ROSÉ;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING D;MILLENNIALS;16200
2023-02;CORRENTE;OURO ROSÉ;TURMALINA PARAÍBA;SEM MARCA;SHOPPING D;GERAÇÃO Z;5400
2023-02;CORRENTE;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;2880
2023-02;BRINCO;OURO BRANCO;ESMERALDA;SEM MARCA;SHOPPING D;GERAÇÃO Z;3250
2023-02;ANEL;OURO BRANCO;ESMERALDA;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;4000
2023-02;ANEL;OURO ROSÉ;ESMERALDA;MARCA INTERNACIONAL;SHOPPING D;GERAÇÃO X;7500
2023-02;BRINCO;OURO BRANCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;4576
2023-02;COLAR;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING D;MILLENNIALS;3360
2023-02;PULSEIRA;OURO ROSÉ;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING D;GERAÇÃO Z;11880
2023-02;CORRENTE;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;BABY BOOMER;6336
2023-02;CORRENTE;OURO AMARELO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING D;BABY BOOMER;11880
2023-02;ANEL;OURO BRANCO;DIAMANTE;SEM MARCA;SHOPPING D;MILLENNIALS;4000
2023-02;PULSEIRA;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING D;MILLENNIALS;2880
2023-02;ALIANÇA;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING D;BABY BOOMER;4500
2023-02;PULSEIRA;OURO AMARELO;RUBI;MARCA NACIONAL;SHOPPING D;MILLENNIALS;7200
2023-02;PINGENTE;OURO ROSÉ;RUBI;SEM MARCA;SHOPPING D;MILLENNIALS;1000
2023-02;CORRENTE;OURO BRANCO;ESMERALDA;MARCA NACIONAL;SHOPPING D;MILLENNIALS;7200
2023-02;PULSEIRA;OURO BRANCO;OUTRAS PEDRAS;SEM MARCA;SHOPPING D;BABY BOOMER;3960
2023-02;CORRENTE;OURO BRANCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;MILLENNIALS;6336
2023-02;PINGENTE;OURO AMARELO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING D;BABY BOOMER;3000
2023-02;ANEL;OURO ROSÉ;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;4800
2023-02;CORRENTE;OURO AMARELO;OUTRAS PEDRAS;SEM MARCA;SHOPPING D;MILLENNIALS;3960
2023-02;BRINCO;OURO AMARELO;RUBI;MARCA NACIONAL;SHOPPING D;MILLENNIALS;5200
2023-02;PULSEIRA;OURO BRANCO;RUBI;MARCA NACIONAL;SHOPPING D;BABY BOOMER;7200
2023-02;BRINCO;OURO BRANCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;BABY BOOMER;4576
2023-02;PINGENTE;OURO BRANCO;OUTRAS PEDRAS;SEM MARCA;SHOPPING D;MILLENNIALS;880
2023-02;PULSEIRA;OURO BRANCO;RUBI;MARCA INTERNACIONAL;SHOPPING D;GERAÇÃO Z;13500
2023-02;PULSEIRA;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;7200
2023-02;COLAR;OURO BRANCO;RUBI;SEM MARCA;SHOPPING D;GERAÇÃO Z;5250
2023-02;BRINCO;OURO BRANCO;TURMALINA PARAÍBA;SEM MARCA;SHOPPING D;GERAÇÃO X;3900
2023-02;COLAR;OURO AMARELO;RUBI;MARCA NACIONAL;SHOPPING D;BABY BOOMER;8400
2023-02;ALIANÇA;OURO BRANCO;SEM PEDRA;SEM MARCA;SHOPPING D;GERAÇÃO Z;1500
2023-02;CORRENTE;OURO BRANCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;MILLENNIALS;6336
2023-02;PINGENTE;OURO ROSÉ;ESMERALDA;MARCA INTERNACIONAL;SHOPPING D;GERAÇÃO Z;3000
2023-02;PINGENTE;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;BABY BOOMER;1408
2023-02;BRINCO;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING D;GERAÇÃO X;2080
2023-02;BRINCO;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING D;GERAÇÃO X;5200
2023-02;PULSEIRA;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING D;BABY BOOMER;7200
2023-02;COLAR;OURO BRANCO;RUBI;MARCA NACIONAL;SHOPPING D;GERAÇÃO X;8400
2023-02;BRINCO;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING D;MILLENNIALS;8320
2023-02;PINGENTE;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;1408
2023-02;ANEL;OURO AMARELO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING D;MILLENNIALS;4800
2023-03;ANEL;OURO AMARELO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;6600
2023-03;BRINCO;OURO AMARELO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;9750
2023-03;BRINCO;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;8580
2023-03;COLAR;OURO AMARELO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;13860
2023-03;BRINCO;OURO AMARELO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;9750
2023-03;ANEL;OURO AMARELO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;6600
2023-03;COLAR;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;6300
2023-03;COLAR;OURO BRANCO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING A;GERAÇÃO X;10080
2023-03;ANEL;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;6600
2023-03;COLAR;OURO ROSÉ;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;13860
2023-03;PULSEIRA;OURO BRANCO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;13500
2023-03;BRINCO;OURO AMARELO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;9750
2023-03;BRINCO;OURO ROSÉ;DIAMANTE;SEM MARCA;SHOPPING A;BABY BOOMER;5200
2023-03;BRINCO;OURO ROSÉ;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;8580
2023-03;BRINCO;OURO BRANCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;15600
2023-03;BRINCO;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;3900
2023-03;ALIANÇA;OURO ROSÉ;SEM PEDRA;SEM MARCA;SHOPPING A;MILLENNIALS;1500
2023-03;PULSEIRA;OURO BRANCO;TURMALINA PARAÍBA;SEM MARCA;SHOPPING A;BABY BOOMER;5400
2023-03;COLAR;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;BABY BOOMER;7392
2023-03;PULSEIRA;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;6336
2023-03;BRINCO;OURO BRANCO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;9750
2023-03;ANEL;OURO AMARELO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING A;BABY BOOMER;4800
2023-03;BRINCO;OURO ROSÉ;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;11700
2023-03;COLAR;OURO AMARELO;ESMERALDA;SEM MARCA;SHOPPING A;GERAÇÃO Z;5250
2023-03;ALIANÇA;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;4500
2023-03;COLAR;OURO BRANCO;RUBI;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;15750
2023-03;COLAR;OURO AMARELO;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;18900
2023-03;PINGENTE;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING A;MILLENNIALS;640
2023-03;PINGENTE;OURO AMARELO;DIAMANTE;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;2560
2023-03;BRINCO;OURO ROSÉ;OUTRAS PEDRAS;SEM MARCA;SHOPPING A;GERAÇÃO Z;2860
2023-03;COLAR;OURO AMARELO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;25200
2023-03;COLAR;OURO BRANCO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;15750
2023-03;BRINCO;OURO AMARELO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;8580
2023-03;ALIANÇA;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;4500
2023-03;COLAR;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;6300
2023-03;BRINCO;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;3900
2023-03;COLAR;OURO AMARELO;RUBI;SEM MARCA;SHOPPING A;MILLENNIALS;5250
2023-03;ALIANÇA;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;4500
2023-03;ALIANÇA;OURO ROSÉ;DIAMANTE;SEM MARCA;SHOPPING A;GERAÇÃO X;6000
2023-03;PULSEIRA;OURO ROSÉ;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;21600
2023-03;BRINCO;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;8580
2023-03;PULSEIRA;OURO BRANCO;ESMERALDA;MARCA NACIONAL;SHOPPING A;BABY BOOMER;7200
2023-03;PINGENTE;OURO AMARELO;RUBI;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;3000
2023-03;COLAR;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;13860
2023-03;BRINCO;OURO BRANCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;4576
2023-03;ALIANÇA;OURO BRANCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;18000
2023-03;ANEL;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING A;BABY BOOMER;4000
2023-03;PINGENTE;OURO BRANCO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;3000
2023-03;ANEL;OURO BRANCO;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;9000
2023-03;COLAR;OURO AMARELO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;15750
2023-03;ANEL;OURO AMARELO;ESMERALDA;SEM MARCA;SHOPPING A;GERAÇÃO Z;2500
2023-03;PULSEIRA;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;GERAÇÃO X;6336
2023-03;BRINCO;OURO ROSÉ;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;15600
2023-03;BRINCO;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING A;MILLENNIALS;2080
2023-03;ANEL;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING A;BABY BOOMER;1600
2023-03;COLAR;OURO AMARELO;RUBI;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;8400
2023-03;CORRENTE;OURO AMARELO;ESMERALDA;SEM MARCA;SHOPPING A;GERAÇÃO Z;4500
2023-03;COLAR;OURO BRANCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;25200
2023-03;COLAR;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;6300
2023-03;COLAR;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;6300
2023-03;CORRENTE;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING A;GERAÇÃO X;7200
2023-03;COLAR;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;BABY BOOMER;7392
2023-03;BRINCO;OURO AMARELO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;8580
2023-03;PULSEIRA;OURO ROSÉ;RUBI;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;13500
2023-03;BRINCO;OURO AMARELO;DIAMANTE;MARCA NACIONAL;SHOPPING A;GERAÇÃO X;8320
2023-03;CORRENTE;OURO ROSÉ;OUTRAS PEDRAS;SEM MARCA;SHOPPING A;GERAÇÃO X;3960
2023-03;ALIANÇA;OURO AMARELO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;18000
2023-03;ANEL;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;3520
2023-03;COLAR;OURO BRANCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;25200
2023-03;ANEL;OURO AMARELO;RUBI;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;7500
2023-03;ALIANÇA;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;4500
2023-03;ANEL;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;4000
2023-03;ALIANÇA;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING A;GERAÇÃO X;2400
2023-03;COLAR;OURO AMARELO;RUBI;SEM MARCA;SHOPPING A;BABY BOOMER;5250
2023-03;ANEL;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;3000
2023-03;BRINCO;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;3900
2023-03;COLAR;OURO ROSÉ;RUBI;SEM MARCA;SHOPPING A;GERAÇÃO X;5250
2023-03;BRINCO;OURO AMARELO;RUBI;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;9750
2023-03;PULSEIRA;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;11880
2023-03;PULSEIRA;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;2880
2023-03;ALIANÇA;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;4500
2023-03;CORRENTE;OURO BRANCO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;13500
2023-03;ALIANÇA;OURO ROSÉ;SEM PEDRA;SEM MARCA;SHOPPING B;BABY BOOMER;1500
2023-03;PULSEIRA;OURO BRANCO;ESMERALDA;MARCA NACIONAL;SHOPPING B;MILLENNIALS;7200
2023-03;CORRENTE;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;11880
2023-03;ALIANÇA;OURO ROSÉ;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;18000
2023-03;PULSEIRA;OURO AMARELO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;11880
2023-03;ANEL;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;3000
2023-03;BRINCO;OURO BRANCO;ESMERALDA;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;5200
2023-03;PINGENTE;OURO BRANCO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;3000
2023-03;PULSEIRA;OURO BRANCO;RUBI;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;13500
2023-03;ANEL;OURO BRANCO;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;9000
2023-03;ALIANÇA;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;4500
2023-03;BRINCO;OURO ROSÉ;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;8580
2023-03;ALIANÇA;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;4500
2023-03;CORRENTE;OURO AMARELO;TURMALINA PARAÍBA;SEM MARCA;SHOPPING B;GERAÇÃO Z;5400
2023-03;BRINCO;OURO ROSÉ;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;15600
2023-03;BRINCO;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;BABY BOOMER;4576
2023-03;COLAR;OURO ROSÉ;TURMALINA PARAÍBA;SEM MARCA;SHOPPING B;GERAÇÃO X;6300
2023-03;PINGENTE;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;1600
2023-03;BRINCO;OURO ROSÉ;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;15600
2023-03;ALIANÇA;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;MILLENNIALS;2400
2023-03;COLAR;OURO AMARELO;SEM PEDRA;SEM MARCA;SHOPPING B;GERAÇÃO X;2100
2023-03;ALIANÇA;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING B;MILLENNIALS;9600
2023-03;PULSEIRA;OURO AMARELO;RUBI;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;7200
2023-03;ALIANÇA;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;4500
2023-03;COLAR;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;BABY BOOMER;7392
2023-03;CORRENTE;OURO AMARELO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;21600
2023-03;BRINCO;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;BABY BOOMER;4576
2023-03;PULSEIRA;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;11880
2023-03;ALIANÇA;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;4500
2023-03;CORRENTE;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;5400
2023-03;ANEL;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;1600
2023-03;PULSEIRA;OURO ROSÉ;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;8640
2023-03;BRINCO;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;8580
2023-03;PULSEIRA;OURO ROSÉ;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;21600
